"订单编号","支付状态","发货状态","是否预售订单","下单时间","支付时间","发货时间","会员","客服","产品分类","产品名称","商品价格","成交价","数量","商品小计","订单总价","配送费用","已支付金额","支付手续费","优惠券使用金额","优惠券编号","优惠券面额","支付方式","收货人","省份","市","县/区","邮编"
`400201707241754538615`,"已支付","未发货","否","2017-07-24 17:54:53","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241709476839`,"未支付","未发货","否","2017-07-24 17:09:47","","","Rocky","暂无客服","收费授权","收费授权","39.000","27.550","3","82.65","27.550","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707241638177302`,"已支付","未发货","否","2017-07-24 16:38:17","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.000","1","9","9.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241352474959`,"已支付","未发货","否","2017-07-24 13:52:47","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241352374084`,"已支付","未发货","否","2017-07-24 13:52:37","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241347034392`,"已支付","未发货","否","2017-07-24 13:47:03","","","Rocky","暂无客服","收费授权","收费授权","109.000","99.000","24","2376","99.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241344578219`,"未支付","未发货","否","2017-07-24 13:44:57","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707241138594450`,"已支付","未发货","否","2017-07-24 11:38:59","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241138422142`,"已支付","未发货","否","2017-07-24 11:38:42","","","Rocky","暂无客服","收费授权","收费授权","59.000","49.000","6","294","49.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241138341116`,"已支付","未发货","否","2017-07-24 11:38:34","","","Rocky","暂无客服","收费授权","收费授权","59.000","49.000","6","294","49.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241138319662`,"已支付","未发货","否","2017-07-24 11:38:31","","","Rocky","暂无客服","收费授权","收费授权","59.000","49.000","6","294","49.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241138273028`,"已支付","未发货","否","2017-07-24 11:38:27","","","Rocky","暂无客服","收费授权","收费授权","59.000","49.000","6","294","49.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241138012171`,"已支付","未发货","否","2017-07-24 11:38:01","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241137585664`,"已支付","未发货","否","2017-07-24 11:37:58","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241136364858`,"已支付","未发货","否","2017-07-24 11:36:36","","","Rocky","暂无客服","收费授权","收费授权","59.000","46.550","6","279.3","46.550","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241135028790`,"已支付","未发货","否","2017-07-24 11:35:02","","","Rocky","暂无客服","收费授权","收费授权","59.000","46.550","6","279.3","46.550","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241134415891`,"已支付","未发货","否","2017-07-24 11:34:41","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241134221444`,"已支付","未发货","否","2017-07-24 11:34:22","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241134169962`,"未支付","未发货","否","2017-07-24 11:34:16","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707241131272235`,"已支付","未发货","否","2017-07-24 11:31:27","","","Rocky","暂无客服","收费授权","收费授权","39.000","29.000","3","87","29.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241130478419`,"已支付","未发货","否","2017-07-24 11:30:47","","","Rocky","暂无客服","收费授权","收费授权","39.000","29.000","3","87","29.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707241110261605`,"已支付","未发货","否","2017-07-24 11:10:26","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707211706018929`,"未支付","未发货","否","2017-07-21 17:06:01","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707211656537275`,"未支付","未发货","否","2017-07-21 16:56:53","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707211516137250`,"未支付","未发货","否","2017-07-21 15:16:13","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191914392822`,"未支付","未发货","否","2017-07-19 19:14:39","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191810058876`,"未支付","未发货","否","2017-07-19 18:10:05","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.000","1","9","9.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191042204863`,"未支付","未发货","否","2017-07-19 10:42:20","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","3","6","6.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191038401287`,"未支付","未发货","否","2017-07-19 10:38:40","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191038179577`,"未支付","未发货","否","2017-07-19 10:38:17","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191037381444`,"未支付","未发货","否","2017-07-19 10:37:38","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191037325616`,"未支付","未发货","否","2017-07-19 10:37:32","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191037287356`,"未支付","未发货","否","2017-07-19 10:37:28","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191037136267`,"未支付","未发货","否","2017-07-19 10:37:13","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","1","2","2.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191037062647`,"未支付","未发货","否","2017-07-19 10:37:06","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191001464775`,"未支付","未发货","否","2017-07-19 10:01:46","","","Rocky","暂无客服","收费授权","收费授权","59.000","44.100","6","264.6","44.100","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191001433751`,"未支付","未发货","否","2017-07-19 10:01:43","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.000","1","9","9.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191001396408`,"未支付","未发货","否","2017-07-19 10:01:39","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.000","1","9","9.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707191001318519`,"未支付","未发货","否","2017-07-19 10:01:31","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","10","20","18.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707190959172055`,"未支付","未发货","否","2017-07-19 09:59:17","","","Rocky","暂无客服","收费授权","收费授权","39.000","29.000","3","87","29.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707190959125436`,"未支付","未发货","否","2017-07-19 09:59:12","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707171130148321`,"已支付","未发货","否","2017-07-17 11:30:14","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707171130076008`,"已支付","未发货","否","2017-07-17 11:30:07","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707171122251509`,"已支付","未发货","否","2017-07-17 11:22:25","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707171122195296`,"已支付","未发货","否","2017-07-17 11:22:19","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141758418313`,"未支付","未发货","否","2017-07-14 17:58:41","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141758025855`,"未支付","未发货","否","2017-07-14 17:58:02","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141744513983`,"未支付","未发货","否","2017-07-14 17:44:51","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141646419602`,"未支付","未发货","否","2017-07-14 16:46:41","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141646364602`,"未支付","未发货","否","2017-07-14 16:46:36","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141639361407`,"未支付","未发货","否","2017-07-14 16:39:36","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141638581192`,"未支付","未发货","否","2017-07-14 16:38:58","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141633087553`,"未支付","未发货","否","2017-07-14 16:33:08","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141627422859`,"已支付","未发货","否","2017-07-14 16:27:42","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","8","16","14.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141627357840`,"已支付","未发货","否","2017-07-14 16:27:35","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141627254399`,"已支付","未发货","否","2017-07-14 16:27:25","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141622037188`,"未支付","未发货","否","2017-07-14 16:22:03","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141620319401`,"未支付","未发货","否","2017-07-14 16:20:31","","","Rocky","暂无客服","收费授权","收费授权","20.000","8.550","1","8.55","8.550","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141620223139`,"未支付","未发货","否","2017-07-14 16:20:22","","","Rocky","暂无客服","收费授权","收费授权","20.000","8.550","1","8.55","8.550","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141620153711`,"未支付","未发货","否","2017-07-14 16:20:15","","","Rocky","暂无客服","收费授权","收费授权","20.000","8.550","1","8.55","8.550","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141615127603`,"未支付","未发货","否","2017-07-14 16:15:12","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141614172577`,"未支付","未发货","否","2017-07-14 16:14:17","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141611234810`,"已支付","未发货","否","2017-07-14 16:11:23","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141609571935`,"未支付","未发货","否","2017-07-14 16:09:57","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141607447897`,"未支付","未发货","否","2017-07-14 16:07:44","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141606008039`,"未支付","未发货","否","2017-07-14 16:06:00","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141546437302`,"未支付","未发货","否","2017-07-14 15:46:43","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141528214004`,"已支付","未发货","否","2017-07-14 15:28:21","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","10","20","18.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141442325848`,"未支付","未发货","否","2017-07-14 14:42:32","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141425533110`,"未支付","未发货","否","2017-07-14 14:25:53","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141117286911`,"未支付","未发货","否","2017-07-14 11:17:28","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141116467101`,"未支付","未发货","否","2017-07-14 11:16:46","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141116421447`,"已支付","未发货","否","2017-07-14 11:16:42","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","10","20","18.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707141116063025`,"未支付","未发货","否","2017-07-14 11:16:06","","","Rocky","暂无客服","收费授权","收费授权","109.000","94.050","24","2257.2","94.050","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141035525711`,"未支付","未发货","否","2017-07-14 10:35:52","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141035338614`,"未支付","未发货","否","2017-07-14 10:35:33","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141035252117`,"未支付","未发货","否","2017-07-14 10:35:25","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141034351645`,"未支付","未发货","否","2017-07-14 10:34:35","","","Rocky","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141033217977`,"未支付","未发货","否","2017-07-14 10:33:21","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141033117833`,"未支付","未发货","否","2017-07-14 10:33:11","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707141032587533`,"未支付","未发货","否","2017-07-14 10:32:58","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707132002309482`,"已支付","未发货","否","2017-07-13 20:02:30","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132002272168`,"已支付","未发货","否","2017-07-13 20:02:27","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132002024815`,"已支付","未发货","否","2017-07-13 20:02:02","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132001573384`,"已支付","未发货","否","2017-07-13 20:01:57","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132001063970`,"已支付","未发货","否","2017-07-13 20:01:06","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132001026806`,"已支付","未发货","否","2017-07-13 20:01:02","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707132000478712`,"未支付","未发货","否","2017-07-13 20:00:47","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131959028780`,"已支付","未发货","否","2017-07-13 19:59:02","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131958359967`,"已支付","未发货","否","2017-07-13 19:58:35","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131957596566`,"已支付","未发货","否","2017-07-13 19:57:59","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131957557431`,"已支付","未发货","否","2017-07-13 19:57:55","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131957436881`,"已支付","未发货","否","2017-07-13 19:57:43","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131956119184`,"已支付","未发货","否","2017-07-13 19:56:11","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131951064775`,"已支付","未发货","否","2017-07-13 19:51:06","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131951013008`,"已支付","未发货","否","2017-07-13 19:51:01","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131950299023`,"已支付","未发货","否","2017-07-13 19:50:29","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131948198997`,"已支付","未发货","否","2017-07-13 19:48:19","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131947508908`,"已支付","未发货","否","2017-07-13 19:47:50","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131947016336`,"已支付","未发货","否","2017-07-13 19:47:01","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131946564167`,"已支付","未发货","否","2017-07-13 19:46:56","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131946518892`,"未支付","未发货","否","2017-07-13 19:46:51","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131946376270`,"已支付","未发货","否","2017-07-13 19:46:37","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131945404710`,"已支付","未发货","否","2017-07-13 19:45:40","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131945327282`,"已支付","未发货","否","2017-07-13 19:45:32","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131945126369`,"已支付","未发货","否","2017-07-13 19:45:12","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131945074014`,"已支付","未发货","否","2017-07-13 19:45:07","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131944495758`,"已支付","未发货","否","2017-07-13 19:44:49","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131942449393`,"已支付","未发货","否","2017-07-13 19:42:44","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131942403287`,"已支付","未发货","否","2017-07-13 19:42:40","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131942305196`,"已支付","未发货","否","2017-07-13 19:42:30","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131942187364`,"已支付","未发货","否","2017-07-13 19:42:18","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131942044709`,"已支付","未发货","否","2017-07-13 19:42:04","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131941581422`,"已支付","未发货","否","2017-07-13 19:41:58","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131941535970`,"未支付","未发货","否","2017-07-13 19:41:53","","","Rocky","暂无客服","收费授权","收费授权","20.000","10.000","1","10","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131941498926`,"未支付","未发货","否","2017-07-13 19:41:49","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131940243255`,"未支付","未发货","否","2017-07-13 19:40:24","","","Rocky","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131646116930`,"已支付","未发货","否","2017-07-13 16:46:11","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131646058519`,"已支付","未发货","否","2017-07-13 16:46:05","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131646003817`,"已支付","未发货","否","2017-07-13 16:46:00","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","微信支付","","","","",""
`400201707131645558242`,"未支付","未发货","否","2017-07-13 16:45:55","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131645523271`,"未支付","未发货","否","2017-07-13 16:45:52","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131645482398`,"未支付","未发货","否","2017-07-13 16:45:48","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131645446306`,"未支付","未发货","否","2017-07-13 16:45:44","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131645413915`,"未支付","未发货","否","2017-07-13 16:45:41","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131637274060`,"未支付","未发货","否","2017-07-13 16:37:27","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131637234035`,"未支付","未发货","否","2017-07-13 16:37:23","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131637193775`,"未支付","未发货","否","2017-07-13 16:37:19","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131637154912`,"未支付","未发货","否","2017-07-13 16:37:15","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131637122238`,"未支付","未发货","否","2017-07-13 16:37:12","","","ceshi","暂无客服","收费授权","收费授权","20.000","9.500","1","9.5","9.500","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
`400201707131636576418`,"未支付","未发货","否","2017-07-13 16:36:57","","","ceshi","暂无客服","收费授权","收费授权","10.000","2.000","6","12","10.000","0.000","0.000","0.000","0.000","","0.000","支付宝","","","","",""
